#ConLosAmigosYo me puedo gastar la quincena en chelas tacos y tequila. Con los ojaldras ni para agua de la llave...,inversion
O sea yo no queriendo gastar plata y me llega un mensaje que ya depositaron la quincena!,inversion
Necesito tener unas semanas súper ocupadas para no tener tiempo de gastar la quincena que viene :(,inversion
El viernes es quincena y adivinen en qué va a gastar urielito sus 40 horas en estarbucs.,inversion
Yuya lanzó su línea de maquillaje ¡Y nos vamos a gastar lo que nos sobra de la quincena!,inversion
Hoy es Viernes de: ¡Me voy a gastar mi quincena en la Chilanguita! Un Godínez,inversion
Y yo que me quería gastar media quincena el fin de semana fuera de la ciudad,inversion
adivinen en que voy a gastar mi primer quincena... no nadie?,inversion
ahora si no me voy a gastar mi quincena en puras pendejadas,inversion
Nada más viene la quincena y empieza a hacer frío para que me animé a gastar mi dinero en ropaaaaa,inversion
Ya vi algo bueno en que gastar mi siguiente quincena,inversion
Estoy Pensando Ahorita en como  gastar la quincena,inversion
#EstoyPensandoAhorita en como  gastar la quincena,inversion
Ya viene la quincena y me la voy a gastar en @LaTcla con su Cazuela de Filete con Frijol su Confit de Pato y su Cremos…,inversion
Creo que tengo un nuevo crush. Me voy a gastar toda mi quincena comprando café ahí,inversion
¿Es cierto esto? Por qué iré a gastar lo que tengo de mi quincena el sábado.,inversion
Oh no aquí viene otra vez esa sensación de querer gastar la quincena en ropa perfumes y otras cosas #bestrong,inversion
Fin de quincena y mis propósitos de no gastar el cheque MIP no dan resultado.,inversion
"Me voy a gastar la quincena mandando a hacer una torta que diga ""se los dije"" para ir con Maricori y que se tome una fotico.",inversion
Precios de pesadilla. En un día se puede gastar una quincena en tres artículos @NicolasMaduro,inversion
Pensando seriamente en gastar mi quincena en por que está cabron este pex,inversion
Todavía falta media quincena no hay que gastar en cosas inneces... ¡Mira dulces!,inversion
Propuesta para la próxima quincena: gastar más en mi.,inversion
#TipicoDeGordos Gastar toda tu quincena en comida,inversion
Me tendría que gastar toda mi quincena mi aguinaldo mi prima vacacional gratificaciones bonos etc. en una sola salida ....,inversion
Me acabo de gastar 4.500  que rápido te vas quincena,inversion
voy a gastar mi quincena en un libro bonito y mi overol y me vale v no saber administrar mi dinero,inversion
A mitad de quincena: ahora si voy a ahorrar ya no voy a gastar en pendejadas Cuando te pagan la quincena,inversion
Del 1 al 10 ¿qué tan señora soy por gastar lo poco de mi quincena en almohadas?,inversion
YA NO VOY A GASTAR MI QUINCENA EN LIBROS OTRA VEZ MIRA UNA FERIA DEL LIBRO,inversion
Que bonito se siente gastar la quincena en pura ropa y comida,inversion
Propuesta para la próxima quincena: gastar más en mi.,inversion
pelea ahorrar la quincena  vs gastar la quincena con música de le linkin park de fondo,inversion
Acabo de gastar mi quincena en un boleto para JBalvin y veo que en diciembre viene Maluma Diosito no quiere que ahorre,inversion
Me acabo de gastar toda la quincena en Amazon. Y aún no es quincena,inversion
How to gastar la quincena en tres días.   Inscripciones abiertas,inversion
nos depositaron hace un rato la quincena y ya nos vamos a gastar la mitad mas o menos jajajaj lo que es tener plata ahre,inversion
No sé como le hago pero siempre encuentro como gastar mi quincena.,inversion
Pues vamos a gastar la quincena,inversion
Yp voy a gastar mi quincena en menos de una hora,inversion
Ya me quiero gastar lo que me queda de la quincena,inversion
Me voy a inducir en coma para no gastar hasta que me llegue la quincena adiós.,inversion
¿Será buena idea gastar la quincena en boletos para el ballet?,inversion
Me voy a gastar mi dinero para comer esta quincena y va a ser tu culpa Chon,inversion
Si gastar todo tu dinero de la quincena en un día fuera un deporte este sería yo.,inversion
me voy a gastar esto y en la quincena lo repongo,inversion
#convaro de shooping con que genial,inversion
#FelizLunes hoy los espero en #LaBilletiza de @91oficial estare en las calles de Qro repartiendo mucha lana #ConVaro se empieza mejor,inversion
Porque cuando hay varo podemos darnos ciertos lujos #money #convaro,inversion
Cuando eres de varo y te puedes pagar un InstrucThor,inversion
Cuando no te ponen publicidad cualquiera porque saben que eres de varo,inversion
#EstaTardeQuisiera un chicharrón prparado con su arto qsito y aguacate xq hay varo y me puedo dar el lujo,inversion
Conclusión: con todo ese varo me pago otras dos Carreras y mantengo a 2 perros san bernardo jajaja.,inversion
Fui a cenar taquitos y no tuve que hacer dos con uno separando las tortillas porque cuando uno tiene varo se puede dar ciertos lujos.,inversion
Hoy mi tamal lo pedí en torta y con un champurrado porqué cuando hay varo hay que darse ciertos lujos.,inversion
Tengo mucho varo pero no voy a pagar porque me invitaron.,inversion
¿No entiendo como pueden viajar en tiempos de crisis? No podría con mi conciencia aun si gano mucho varo.,inversion
Cuando eres de varo y te puedes pagar un InstrucThor ,inversion
Cuando eres foráneo pero de varo ,inversion
Cuando eres de varo y te puedes dar ciertos lujos y decirle a tu amiga la marrana que le ponga audio a tus videos,inversion
Porque cuando eres de varo te puedes dar ciertos lujitos. https://t.co/y6hh4mw5NH,inversion
Cuando tienes un chingo de varo pero eres de a madre codo,inversion
Como cuando ya eres de varo y te va bien... Pero conservas la humildad!,inversion
Hoy me cené unas quesadillas con aguacate porque cuando uno es de varo se puede dar ciertos lujos,inversion
Cuando hay varo le echas aguacate hasta al boing,inversion
#ViernesPorLaNoche y de quincena. Porque cuando hay varo uno se puede dar cenas lujosa ,inversion
parte de mi quiere ahorrar todo mi dinero y parte de mí quiere irse de shopping a gastárselo.,inversion
El aburrimiento me envió de shopping. Vamos a gastar en mi vicio los tenis,inversion
Y bueno ya estamos casi a fin de mes es hora de irnos al shopping a gastar un par d yaguaretéss,inversion
tengo que dejar de gastar plata en comida y ropa en el shopping y empezar a gastar en un psicólogo porque si no me voy a volver loca,inversion
Que hermoso y doloroso fue gastar como $5000 en el shopping. La primera vez que fui para comprar concretamente y no para hacer tiempo.,inversion
Necesito meterme en un shopping y gastar mucha plata.,inversion
Recién llegamos de shopping con mi amorcito no hay nada que disfruté más que gastar y pasear con mi bebé ,inversion
Mi mamá ya me habilitó la extensión de una de sus tarjetas de credito mañana no laburo así qq adivinen quien va a ir de shopping a gastar,inversion
No voy a gastar mas. Me tengo que controlar -Vamos al shopping? ,inversion
Fui al shopping a gastar mi primer sueldo antes de generarlo,inversion
Bueno me voy a gastar toda la quincena en ropa.,inversion
Tengo que gastar la quincena ,inversion
Ahora a donde me voy a ir a gastar mi quincena...? ,inversion
cuida mucho a mi jefecito no me dejes gastar mucho el fin de semana y que la quincena lleguetemprano el lunes,inversion
Ay!!! Ya sé en qué me voy a gastar la quincena que todavía no me depositan! Jaja muchas gracias por el tip!!!!,inversion
Oye @sephoramx no puedo entrar a tu página :'( a gastar lo que me queda de mi #quincena,inversion
La pienso para gastar mi dinero en comida AH PERO NO FUERA ROPA O MAQUILLAJE PQ TODA LA PSH QUINCENA,inversion
Voy a gastar toooooda mi quincena en este bebé,inversion
No puedo esperar a que llegue la quincena para gastar todo mi dinero en deudas que no me correspondían y en pasajes de trolebús,inversion
#ConLosAmigosYo me puedo gastar la quincena en chelas tacos y tequila. Con los ojaldras ni para agua de la llave...,inversion
O sea yo no queriendo gastar plata y me llega un mensaje que ya depositaron la quincena!,inversion
Necesito tener unas semanas súper ocupadas para no tener tiempo de gastar la quincena que viene :(,inversion
El viernes es quincena y adivinen en qué va a gastar urielito sus 40 horas en estarbucs.,inversion
Yuya lanzó su línea de maquillaje ¡Y nos vamos a gastar lo que nos sobra de la quincena!,inversion
Hoy es Viernes de: ¡Me voy a gastar mi quincena en la Chilanguita! Un Godínez,inversion
Y yo que me quería gastar media quincena el fin de semana fuera de la ciudad,inversion
adivinen en que voy a gastar mi primer quincena... no nadie?,inversion
ahora si no me voy a gastar mi quincena en puras pendejadas,inversion
Nada más viene la quincena y empieza a hacer frío para que me animé a gastar mi dinero en ropaaaaa,inversion
Ya vi algo bueno en que gastar mi siguiente quincena,inversion
Estoy Pensando Ahorita en como  gastar la quincena,inversion
#EstoyPensandoAhorita en como  gastar la quincena,inversion
Ya viene la quincena y me la voy a gastar en @LaTcla con su Cazuela de Filete con Frijol su Confit de Pato y su Cremos…,inversion
Creo que tengo un nuevo crush. Me voy a gastar toda mi quincena comprando café ahí,inversion
¿Es cierto esto? Por qué iré a gastar lo que tengo de mi quincena el sábado.,inversion
Oh no aquí viene otra vez esa sensación de querer gastar la quincena en ropa perfumes y otras cosas #bestrong,inversion
Fin de quincena y mis propósitos de no gastar el cheque MIP no dan resultado.,inversion
"Me voy a gastar la quincena mandando a hacer una torta que diga ""se los dije"" para ir con Maricori y que se tome una fotico.",inversion
Precios de pesadilla. En un día se puede gastar una quincena en tres artículos @NicolasMaduro,inversion
Pensando seriamente en gastar mi quincena en por que está cabron este pex,inversion
Todavía falta media quincena no hay que gastar en cosas inneces... ¡Mira dulces!,inversion
Propuesta para la próxima quincena: gastar más en mi.,inversion
#TipicoDeGordos Gastar toda tu quincena en comida,inversion
Me tendría que gastar toda mi quincena mi aguinaldo mi prima vacacional gratificaciones bonos etc. en una sola salida ....,inversion
Me acabo de gastar 4.500  que rápido te vas quincena,inversion
voy a gastar mi quincena en un libro bonito y mi overol y me vale v no saber administrar mi dinero,inversion
A mitad de quincena: ahora si voy a ahorrar ya no voy a gastar en pendejadas Cuando te pagan la quincena,inversion
Del 1 al 10 ¿qué tan señora soy por gastar lo poco de mi quincena en almohadas?,inversion
YA NO VOY A GASTAR MI QUINCENA EN LIBROS OTRA VEZ MIRA UNA FERIA DEL LIBRO,inversion
Que bonito se siente gastar la quincena en pura ropa y comida,inversion
Propuesta para la próxima quincena: gastar más en mi.,inversion
pelea ahorrar la quincena  vs gastar la quincena con música de le linkin park de fondo,inversion
Acabo de gastar mi quincena en un boleto para JBalvin y veo que en diciembre viene Maluma Diosito no quiere que ahorre,inversion
Me acabo de gastar toda la quincena en Amazon. Y aún no es quincena,inversion
How to gastar la quincena en tres días.   Inscripciones abiertas,inversion
nos depositaron hace un rato la quincena y ya nos vamos a gastar la mitad mas o menos jajajaj lo que es tener plata ahre,inversion
No sé como le hago pero siempre encuentro como gastar mi quincena.,inversion
Pues vamos a gastar la quincena,inversion
Yp voy a gastar mi quincena en menos de una hora,inversion
Ya me quiero gastar lo que me queda de la quincena,inversion
Me voy a inducir en coma para no gastar hasta que me llegue la quincena adiós.,inversion
¿Será buena idea gastar la quincena en boletos para el ballet?,inversion
Me voy a gastar mi dinero para comer esta quincena y va a ser tu culpa Chon,inversion
Si gastar todo tu dinero de la quincena en un día fuera un deporte este sería yo.,inversion
me voy a gastar esto y en la quincena lo repongo,inversion
Necesito dinero urgentemente ...,prestamo
Creo que esto de ir un finde lo voy a hacer mas amenudo... Solo necesito dinero o que alguien me acoja,prestamo
Favor RT necesito reunir dinero para costear Pipetas para 28 rescatados entrego en Metro o lugar a conven…,prestamo
¿Quién me va a dar para mi calaverita?  #SeanSerios  necesito dinero....,prestamo
Necesito dinero para comprar el boleto de wish yaa!,prestamo
Necesito ir al cine y ver coco feliz día de tu muerte y geotormenta ah pero también necesito dinero,prestamo
Mi hobby es gastar mi dinero en cosas que sé que no necesito qué triste.,prestamo
Para mi próximo truco necesito dinero.,prestamo
Seré breve: necesito dinero,prestamo
NECESITO VENDER ESTOS PELUCHES,prestamo
me urge el dinero.,prestamo
¿Algún mecanismo para transformar odio en dinero?,prestamo
ODIO DINERO PERO NECESITO,prestamo
no tiene dinero para uno,prestamo
en la Urb. Los Castaños habiendo hecho el depósito luego. Soy pensionado por incapacidad y necesito el dinero,prestamo
Que necesito dinero joder no me hagáis ilusiones para nada,prestamo
Hoy voy a jotear como poque necesito dinero,prestamo
Lo necesito pero no tengo dinero,prestamo
Sábado con S de Seguro sale la fiesta aunque no haya varo @GiovanniMcfly,prestamo
Con que varo cabrón.,prestamo
#SabadoYCasaSola... no mamen estamos a mitad de la quincena varo no hay con qfestejamos agua??,prestamo
Bueno más que vacaciones necesito mucho dinero para ir de shopping en vacaciones,prestamo
Necesito dinero urgentemente ...,prestamo
Creo que esto de ir un finde lo voy a hacer mas amenudo... Solo necesito dinero o que alguien me acoja,prestamo
Favor RT necesito reunir dinero para costear Pipetas para 28 rescatados entrego en Metro o lugar a conven…,prestamo
¿Quién me va a dar para mi calaverita?  #SeanSerios  necesito dinero....,prestamo
Necesito dinero para comprar el boleto de wish yaa!,prestamo
Necesito ir al cine y ver coco feliz día de tu muerte y geotormenta ah pero también necesito dinero,prestamo
Mi hobby es gastar mi dinero en cosas que sé que no necesito qué triste.,prestamo
Para mi próximo truco necesito dinero.,prestamo
Seré breve: necesito dinero,prestamo
NECESITO VENDER ESTOS PELUCHES,prestamo
me urge el dinero.,prestamo
¿Algún mecanismo para transformar odio en dinero?,prestamo
ODIO DINERO PERO NECESITO,prestamo
no tiene dinero para uno,prestamo
en la Urb. Los Castaños habiendo hecho el depósito luego. Soy pensionado por incapacidad y necesito el dinero,prestamo
Que necesito dinero joder no me hagáis ilusiones para nada,prestamo
Hoy voy a jotear como poque necesito dinero,prestamo
Lo necesito pero no tengo dinero,prestamo
Sábado con S de Seguro sale la fiesta aunque no haya varo @GiovanniMcfly,prestamo
Con que varo cabrón.,prestamo
#SabadoYCasaSola... no mamen estamos a mitad de la quincena varo no hay con qfestejamos agua??,prestamo
Bueno más que vacaciones necesito mucho dinero para ir de shopping en vacaciones,prestamo
Atención amigos. necesito un préstamo urgente.. pago el martes ,prestamo
 @HSBC_MX Yo necesitó un préstamo personal pero de unos 100000 que nesecito,prestamo
 @_omeruko Quien quien si necesito un préstamo jejejeje,prestamo
#HoyEsElDía que necesito un préstamo ,prestamo
 Necesito pedir un prestamo para comprarme ropa. o un psicologo para dejar de gastar.,prestamo
 Necesito un préstamo,prestamo
 @grecia69sexxx: Plis alguien que me ayude necesito un préstamo pequeño de 200 para acompletar de un medicamento porfis bebes me ayudan?…,prestamo
 necesito un laburo vieja hoy tengo que sacar el prestamo familiar pa salir de joda,prestamo
 Necesito un préstamo para tanto veterinario.,prestamo
 necesito un prestamo urgente. me invitaron a comer tacos y no traigo dineros! :´(,prestamo
 Quien me hace un préstamo de 500 pe?  Jjajaja necesito money wey,prestamo
Necesito comprar la entrada antes de que aumente. alguien que me haga un préstamo de $600,prestamo
Necesito un préstamo amigo para arrancar al gym! jaja,prestamo
me compre un pantalon que me re gusta. pero quede en cero  con la plata. y ahora necesito. alguien que me haga un prestamo  we,prestamo
 Necesito que me hagan un préstamo para las vacaciones,prestamo
 RT @DelfiBentancour: Necesito comprarme un bikini. Creo que voy a sacar un préstamo ,prestamo
Necesito un préstamo para pagar todo y no se vende un choto,prestamo
 @leonardofarkas don Leo mis respetos para usted. soy madre de familia y lo único que necesito es un préstamo para estudiar enfermería,prestamo
Necesito un préstamo para pagar todo lo que tengo que imprimir para literatura y un cerebro 0km por todo lo que tengo que estudiar,prestamo
 @aluksicc Andrónico necesito un préstamo.estoy más cagao que palo de gallinero,prestamo
 ola necesito un prestamo. pq quiero ir a ver 31 minutos en e metropolitan,prestamo
 Maldita educación. se reduce a falta de oportunidades y desigualdad. necesitó un préstamo urgente!! Don @comunidadfarkas  @aluksicc :(,prestamo
 Me tengo que ir a tatuar vieja y me gaste la plata.necesito un préstamo amigo yaa!,prestamo
 @MicaaCarnero @diegosalamano Un prestamo necesito y dejo de llorar jajajajajajaja,prestamo
 Necesitó un prestamo:(,prestamo
@FlakoLouis Necesito un préstamo. Pilas??@FlakoLouis,prestamo
 @giannibanchero8 @OtroJodido_ Jajajajja dale avísame que necesito sacar un préstamo también,prestamo
@leonardofarkas  necesito un prestamo de 1.500.000 para pagar mis estudios estoy en ultimo año te juro que se lo pago en cómodas cuotas,prestamo
soy pobre,prestamo
soy rico,inversion
me sobra dinero,inversion
quiero ir de compras,inversion
estoy bien bruja,prestamo
no tengo dinero,prestamo
no tengo auto ,prestamo
acabo de comprar una chamarra,neutro
una buena semana,neutro
acabo de ganar el hackaton BBVA bancomer ,inversion
ando bien pudiente por ganar el hackthon BBVA bancomer,inversion
hoy comi pizza,neutro
solo me quedan 50 pesos para la semana,prestamo
mañana depositan la nomina,neutro
tengo que sacar de deudas a mi familia ,prestamo
estoy feliz ,neutro
necesito viajar ,inversion
gane un premio ,inversion
me acabo de comprar un automovil de lujo ,inversion
#pobre,prestamo
duermo en cama de metate ,prestamo
sobreviviendo sin dinero,prestamo
quiero compra un xbox,prestamo
No es mas rico el que mas tiene sino el que menos necesita ,neutro
me robaron el celular,prestamo
otro dia sin que pase nada interesante,neutro
no me quejo,neutro
con nueva tarjeta de credito,neutro
politica,neutro
se veienen las vacaciones,prestamo
no hay varo,prestamo
preparando el fin de semana ,prestamo
no tengo dinero ni nada que dar ,prestamo
cambiando los rines del auto,inversion
viaje de lujo por la rivera maya,inversion
acabo de abrir mi restaurante ,inversion
mañana inauguro un nuevo negocio,inversion
preparamdo mi pitch,inversion
las colegiaturas son muy caras,prestamo
comprando ropa en el centro comercial,inversion
